MsgID.GLOBAL_POSITION,1520227457.5673332,-121.9939379,37.4137404,0.0840000
MsgID.LOCAL_VELOCITY,1520227457.5673332,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.5739310,-0.0266461,-0.1266391,-0.0840084
MsgID.LOCAL_VELOCITY,1520227457.5739310,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227457.5741310,-121.9939366,37.4137417,0.0820000
MsgID.LOCAL_VELOCITY,1520227457.5741310,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.5800080,0.1166674,-0.0095719,-0.0825741
MsgID.LOCAL_VELOCITY,1520227457.5800080,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227457.5919859,-121.9939372,37.4137414,0.0820000
MsgID.LOCAL_VELOCITY,1520227457.5919859,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.5922701,0.0746739,-0.0656168,-0.0824108
MsgID.LOCAL_VELOCITY,1520227457.5922701,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520227457.6089590,False,False
MsgID.GLOBAL_HOME,1520227457.6439838,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1520227457.6441650,-121.9939374,37.4137402,0.0820000
MsgID.LOCAL_VELOCITY,1520227457.6441650,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.6494780,-0.0483835,-0.0848227,-0.0820669
MsgID.LOCAL_VELOCITY,1520227457.6494780,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227457.6619511,-121.9939366,37.4137407,0.0810000
MsgID.LOCAL_VELOCITY,1520227457.6619511,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.6675892,-0.0027681,-0.0132041,-0.0815861
MsgID.LOCAL_VELOCITY,1520227457.6675892,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227457.6735380,-121.9939365,37.4137407,0.0810000
MsgID.LOCAL_VELOCITY,1520227457.6735380,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.6797860,0.0000000,-0.0035804,-0.0817692
MsgID.LOCAL_VELOCITY,1520227457.6797860,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227457.6861141,-121.9939379,37.4137407,0.0830000
MsgID.LOCAL_VELOCITY,1520227457.6861141,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.6920371,-0.0002716,-0.1263390,-0.0837575
MsgID.LOCAL_VELOCITY,1520227457.6920371,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520227457.7038589,False,False
MsgID.GLOBAL_HOME,1520227457.7040992,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1520227457.7042198,-121.9939366,37.4137407,0.0870000
MsgID.LOCAL_VELOCITY,1520227457.7042198,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.7043500,-0.0000259,-0.0161429,-0.0877962
MsgID.LOCAL_VELOCITY,1520227457.7043500,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520227457.7450950,-121.9939349,37.4137407,0.0950000
MsgID.LOCAL_VELOCITY,1520227457.7450950,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227457.7505920,-0.1482032,-0.0283898,-0.0957732
MsgID.LOCAL_VELOCITY,1520227457.7505920,0.0000115,0.0000006,-0.0000017
MsgID.GLOBAL_POSITION,1520227457.9895070,-121.9939349,37.4137406,0.1070000
MsgID.LOCAL_VELOCITY,1520227457.9895070,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227458.0014541,-0.1598641,-0.0268894,-0.1071565
MsgID.LOCAL_VELOCITY,1520227458.0014541,-0.0000052,0.0000010,0.0000113
MsgID.GLOBAL_POSITION,1520227458.2393138,-121.9939347,37.4137394,0.1240000
MsgID.LOCAL_VELOCITY,1520227458.2393138,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227458.2453220,-0.2856055,-0.0126298,-0.1241371
MsgID.LOCAL_VELOCITY,1520227458.2453220,-0.0000050,0.0000009,0.0000111
MsgID.STATE,1520227458.4848399,True,True
MsgID.GLOBAL_HOME,1520227458.4905751,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,1520227458.4907050,-121.9939370,37.4137392,0.1410000
MsgID.LOCAL_VELOCITY,1520227458.4907050,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520227458.4908428,-0.3165267,-0.2128640,-0.1415779
MsgID.LOCAL_VELOCITY,1520227458.4908428,-0.0000053,0.0000008,0.0000098
MsgID.GLOBAL_POSITION,1520227458.7470772,-121.9939366,37.4137407,0.4050000
MsgID.LOCAL_VELOCITY,1520227458.7470772,-0.0100000,0.0000000,-1.9600000
MsgID.LOCAL_POSITION,1520227458.7528241,-0.1501952,-0.1760043,-0.4050724
