MsgID.GLOBAL_POSITION,1520230589.2449841,-121.9939338,37.4137461,0.1920000
MsgID.LOCAL_VELOCITY,1520230589.2449841,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.2513449,0.0336826,0.0717376,-0.1920281
MsgID.LOCAL_VELOCITY,1520230589.2513449,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520230589.2515190,-121.9939365,37.4137462,0.1740000
MsgID.LOCAL_VELOCITY,1520230589.2515190,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.2516720,0.0335791,-0.1764493,-0.1716044
MsgID.LOCAL_VELOCITY,1520230589.2516720,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520230589.2572720,False,False
MsgID.GLOBAL_HOME,1520230589.2913620,-121.9939346,37.4137458,0.0000000
MsgID.GLOBAL_POSITION,1520230589.2972028,-121.9939346,37.4137453,0.1550000
MsgID.LOCAL_VELOCITY,1520230589.2972028,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.2973709,-0.0553621,0.0027370,-0.1551914
MsgID.LOCAL_VELOCITY,1520230589.2973709,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520230589.2974908,-121.9939344,37.4137459,0.1400000
MsgID.LOCAL_VELOCITY,1520230589.2974908,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.2976050,0.0325961,-0.0214360,-0.1387694
MsgID.LOCAL_VELOCITY,1520230589.2976050,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520230589.2977159,-121.9939368,37.4137470,0.1250000
MsgID.LOCAL_VELOCITY,1520230589.2977159,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.2978261,0.1250362,-0.1960484,-0.1254115
MsgID.LOCAL_VELOCITY,1520230589.2978261,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520230589.2979469,-121.9939351,37.4137470,0.1120000
MsgID.LOCAL_VELOCITY,1520230589.2979469,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.2980621,0.1296799,-0.0345676,-0.1103004
MsgID.LOCAL_VELOCITY,1520230589.2980621,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520230589.3033271,False,False
MsgID.GLOBAL_HOME,1520230589.3150871,-121.9939346,37.4137458,0.0000000
MsgID.GLOBAL_POSITION,1520230589.3204589,-121.9939355,37.4137473,0.0980000
MsgID.LOCAL_VELOCITY,1520230589.3204589,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.3259399,0.1688083,-0.0812475,-0.0987767
MsgID.LOCAL_VELOCITY,1520230589.3259399,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520230589.3261139,-121.9939361,37.4137484,0.0920000
MsgID.LOCAL_VELOCITY,1520230589.3261139,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.3319571,0.2811167,-0.1527730,-0.0919398
MsgID.LOCAL_VELOCITY,1520230589.3319571,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520230589.4538231,-121.9939371,37.4137472,0.0950000
MsgID.LOCAL_VELOCITY,1520230589.4538231,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.4814839,0.1518699,-0.2274443,-0.0953301
MsgID.LOCAL_VELOCITY,1520230589.4814839,-0.0000045,-0.0000007,0.0000069
MsgID.GLOBAL_POSITION,1520230589.7030289,-121.9939355,37.4137465,0.1080000
MsgID.LOCAL_VELOCITY,1520230589.7030289,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520230589.7255020,0.0816780,-0.0574160,-0.1115259
MsgID.LOCAL_VELOCITY,1520230589.7255020,-0.0000052,0.0000005,0.0000007
MsgID.STATE,1520230589.8777161,True,True
MsgID.GLOBAL_HOME,1520230589.8784490,-121.9939346,37.4137458,0.0000000
MsgID.GLOBAL_POSITION,1520230589.9524941,-121.9939360,37.4137471,0.1560000
MsgID.LOCAL_VELOCITY,1520230589.9524941,0.0000000,0.0000000,-0.6600000
MsgID.LOCAL_POSITION,1520230589.9818799,0.1477760,-0.1330808,-0.1597488
MsgID.LOCAL_VELOCITY,1520230589.9818799,-0.0003472,-0.0002036,-0.7040812
MsgID.GLOBAL_POSITION,1520230590.2043991,-121.9939359,37.4137482,0.5420000
MsgID.LOCAL_VELOCITY,1520230590.2043991,0.0000000,0.0000000,-2.2000000
MsgID.LOCAL_POSITION,1520230590.2376251,0.2737373,-0.0828618,-0.6222660
MsgID.LOCAL_VELOCITY,1520230590.2376251,-0.0025693,0.0066497,-2.3201032
MsgID.GLOBAL_POSITION,1520230590.4644020,-121.9939338,37.4137478,1.2840000
MsgID.LOCAL_VELOCITY,1520230590.4644020,0.0000000,0.0000000,-3.0700000
MsgID.LOCAL_POSITION,1520230590.4764328,0.2160988,0.0730518,-1.2938883
MsgID.LOCAL_VELOCITY,1520230590.4764328,-0.0091687,0.0084967,-3.0817900
MsgID.GLOBAL_POSITION,1520230590.7038562,-121.9939364,37.4137466,2.0700000
MsgID.LOCAL_VELOCITY,1520230590.7038562,-0.0100000,-0.0100000,-3.4400000
MsgID.LOCAL_POSITION,1520230590.7314320,0.0870072,-0.1841793,-2.1877069
MsgID.LOCAL_VELOCITY,1520230590.7314320,-0.0132692,-0.0144712,-3.4810205
MsgID.STATE,1520230590.8735139,True,True
MsgID.GLOBAL_HOME,1520230590.8737061,-121.9939346,37.4137458,0.0000000
MsgID.GLOBAL_POSITION,1520230590.9586570,-121.9939358,37.4137469,2.9900000
MsgID.LOCAL_VELOCITY,1520230590.9586570,0.0000000,0.0000000,-2.9700000
MsgID.LOCAL_POSITION,1520230590.9860890,0.1216925,-0.1043960,-2.9981616
MsgID.LOCAL_VELOCITY,1520230590.9860890,0.0009690,-0.0077586,-2.9475689
MsgID.GLOBAL_POSITION,1520230591.2151759,-121.9939348,37.4137469,3.3880000
MsgID.LOCAL_VELOCITY,1520230591.2151759,0.0100000,0.0000000,-0.5700000
MsgID.LOCAL_POSITION,1520230591.2265069,0.1245447,-0.0238988,-3.4004571
MsgID.LOCAL_VELOCITY,1520230591.2265069,0.0259310,-0.0067136,-0.2897162
MsgID.GLOBAL_POSITION,1520230591.4598191,-121.9939359,37.4137474,3.2750000
MsgID.LOCAL_VELOCITY,1520230591.4598191,0.4800000,0.0000000,1.0200000
MsgID.LOCAL_POSITION,1520230591.4815350,0.1749331,-0.1217393,-3.2704470
MsgID.LOCAL_VELOCITY,1520230591.4815350,0.4965322,-0.0034389,1.0370406
MsgID.GLOBAL_POSITION,1520230591.7092180,-121.9939354,37.4137494,2.9590000
MsgID.LOCAL_VELOCITY,1520230591.7092180,1.5300000,0.0000000,1.1800000
MsgID.LOCAL_POSITION,1520230591.7254610,0.4511217,-0.0675778,-2.9168460
MsgID.LOCAL_VELOCITY,1520230591.7254610,1.7563751,0.0117828,1.0507576
MsgID.STATE,1520230591.8723531,True,True
MsgID.GLOBAL_HOME,1520230591.8784211,-121.9939346,37.4137458,0.0000000
MsgID.GLOBAL_POSITION,1520230591.9542370,-121.9939362,37.4137550,2.7610000
MsgID.LOCAL_VELOCITY,1520230591.9542370,3.2700000,0.0200000,-0.0300000
MsgID.LOCAL_POSITION,1520230591.9755478,1.0218407,-0.1441531,-2.7614064
MsgID.LOCAL_VELOCITY,1520230591.9755478,3.2824662,0.0256235,-0.0352688
MsgID.GLOBAL_POSITION,1520230592.2092531,-121.9939364,37.4137627,2.8390000
MsgID.LOCAL_VELOCITY,1520230592.2092531,4.4900000,0.0300000,-0.7500000
MsgID.LOCAL_POSITION,1520230592.2264330,2.0205603,-0.1414730,-2.8609214
MsgID.LOCAL_VELOCITY,1520230592.2264330,4.6140366,0.0398311,-0.7780563
MsgID.GLOBAL_POSITION,1520230592.4532080,-121.9939349,37.4137744,2.9900000
MsgID.LOCAL_VELOCITY,1520230592.4532080,5.1800000,0.0500000,-0.4900000
