MsgID.GLOBAL_POSITION,1520231601.6454029,-121.9939362,37.4137410,-0.0310000
MsgID.LOCAL_VELOCITY,1520231601.6454029,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.6567738,0.0388115,0.0251560,0.0315781
MsgID.LOCAL_VELOCITY,1520231601.6567738,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520231601.6569390,-121.9939378,37.4137415,-0.0300000
MsgID.LOCAL_VELOCITY,1520231601.6569390,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.6570649,0.0927959,-0.1212063,0.0302655
MsgID.LOCAL_VELOCITY,1520231601.6570649,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520231601.6633699,False,False
MsgID.GLOBAL_HOME,1520231601.6816692,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1520231601.6819189,-121.9939375,37.4137424,-0.0160000
MsgID.LOCAL_VELOCITY,1520231601.6819189,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.6821859,0.1856758,-0.0961227,0.0166260
MsgID.LOCAL_VELOCITY,1520231601.6821859,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520231601.6824341,-121.9939365,37.4137418,0.0080000
MsgID.LOCAL_VELOCITY,1520231601.6824341,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.6826859,0.1284836,-0.0002070,-0.0088399
MsgID.LOCAL_VELOCITY,1520231601.6826859,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520231601.6829331,-121.9939365,37.4137419,0.0460000
MsgID.LOCAL_VELOCITY,1520231601.6829331,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.6831980,0.1376028,0.0004553,-0.0462823
MsgID.LOCAL_VELOCITY,1520231601.6831980,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520231601.6834471,-121.9939360,37.4137402,0.0920000
MsgID.LOCAL_VELOCITY,1520231601.6834471,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.6892202,-0.0524645,0.0375323,-0.0931498
MsgID.LOCAL_VELOCITY,1520231601.6892202,0.0000000,0.0000000,-0.0000000
MsgID.STATE,1520231601.7009971,False,False
MsgID.GLOBAL_HOME,1520231601.7012060,-121.9939365,37.4137407,0.0000000
MsgID.GLOBAL_POSITION,1520231601.7013590,-121.9939374,37.4137395,0.1370000
MsgID.LOCAL_VELOCITY,1520231601.7013590,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.7069702,-0.1356755,-0.0824427,-0.1375889
MsgID.LOCAL_VELOCITY,1520231601.7069702,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520231601.7128460,-121.9939384,37.4137393,0.1800000
MsgID.LOCAL_VELOCITY,1520231601.7128460,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.7244952,-0.1546317,-0.1705767,-0.1805699
MsgID.LOCAL_VELOCITY,1520231601.7244952,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,1520231601.8001230,-121.9939373,37.4137392,0.2110000
MsgID.LOCAL_VELOCITY,1520231601.8001230,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520231601.8054590,-0.3139979,-0.2376268,-0.2117693
MsgID.LOCAL_VELOCITY,1520231601.8054590,0.0000951,-0.0000192,-0.0006117
MsgID.GLOBAL_POSITION,1520231602.0545611,-121.9939368,37.4137407,0.2300000
MsgID.LOCAL_VELOCITY,1520231602.0545611,0.0000000,0.0000000,0.0000000
